=== Using options:--aggressive-branch-removal
00000000004253F9: warning: Unable to resolve imported reference sigaltstack.
00000000004347F1: warning: Unable to resolve imported reference __xstat64.
0000000000423CA0: warning: Unable to resolve imported reference __sigsetjmp.
0000000000434A76: warning: Unable to resolve imported reference __xstat64.
0000000000408D38: warning: Unable to resolve imported reference log10.
0000000000408E88: warning: Unable to resolve imported reference ceil.
0000000000409518: warning: Unable to resolve imported reference acos.
0000000000409BBB: warning: Unable to resolve imported reference caml_young_limit.
0000000000409BD3: warning: Unable to resolve imported reference caml_curry9_6.
00000000004250CE: warning: Unable to resolve imported reference sigdelset.
000000000040B487: warning: Unable to resolve imported reference unix_sleep.
000000000040FC27: warning: Unable to resolve imported reference caml_ml_input_scan_line.
000000000040FC4E: warning: Unable to resolve imported reference caml_create_string.
000000000040FCB6: warning: Unable to resolve imported reference caml_create_string.
000000000040FCE2: warning: Unable to resolve imported reference caml_ml_input.
000000000040FCF7: warning: Unable to resolve imported reference caml_ml_input_char.
000000000040FD26: warning: Unable to resolve imported reference caml_young_limit.
000000000040FD55: warning: Unable to resolve imported reference caml_create_string.
000000000040FD8A: warning: Unable to resolve imported reference caml_create_string.
000000000040FDBC: warning: Unable to resolve imported reference caml_ml_input.
000000000040FDCC: warning: Unable to resolve imported reference caml_young_limit.
000000000040FC74: warning: Unable to resolve imported reference caml_young_limit.
000000000040FC90: warning: Unable to resolve imported reference caml_exn_End_of_file.
000000000041AE7B: warning: Unable to resolve imported reference caml_young_limit.
000000000041AE93: warning: Unable to resolve imported reference caml_curry2.
000000000041AEA5: warning: Unable to resolve imported reference camlBuffer__subst_155.
000000000041A7A3: warning: Unable to resolve imported reference caml_young_limit.
000000000041A7EC: warning: Unable to resolve imported reference camlSys.
000000000041A7FF: warning: Unable to resolve imported reference camlSys.
000000000041A818: warning: Unable to resolve imported reference camlSys.
000000000041A83C: warning: Unable to resolve imported reference caml_create_string.
00000000004100CB: warning: Unable to resolve imported reference caml_young_limit.
00000000004100E3: warning: Unable to resolve imported reference caml_exn_Invalid_argument.
000000000041008B: warning: Unable to resolve imported reference caml_young_limit.
00000000004100A3: warning: Unable to resolve imported reference caml_exn_Failure.
000000000041ACBD: warning: Unable to resolve imported reference caml_young_limit.
000000000041ACD9: warning: Unable to resolve imported reference caml_exn_Not_found.
000000000041AC3E: warning: Unable to resolve imported reference caml_young_limit.
000000000041AC56: warning: Unable to resolve imported reference caml_curry2.
000000000041AC68: warning: Unable to resolve imported reference camlBuffer__advance_139.
000000000041A34B: warning: Unable to determine the upper bound of an indirect call or jump; there may be more than 2 entries.
0000000000416F25: warning: Unable to resolve imported reference caml_create_string.
000000000041AD5E: warning: Unable to resolve imported reference caml_young_limit.
000000000041AB46: warning: Unable to resolve imported reference caml_young_limit.
000000000041AB5E: warning: Unable to resolve imported reference caml_exn_Assert_failure.
000000000041ABAE: warning: Unable to resolve imported reference caml_young_limit.
000000000041ABC6: warning: Unable to resolve imported reference caml_curry3.
000000000041ABD8: warning: Unable to resolve imported reference camlBuffer__advance_132.
000000000041A1CD: warning: Unable to resolve imported reference caml_young_limit.
000000000041A1E9: warning: Unable to resolve imported reference caml_exn_Not_found.
000000000041ADF7: warning: Unable to resolve imported reference caml_young_limit.
0000000000409870: warning: Unable to resolve imported reference __gmon_start__.
000000000043485B: warning: Unable to resolve imported reference readdir64.
00000000004348C0: warning: Unable to resolve imported reference readdir64.
00000000004300D6: warning: Unable to resolve imported reference __xstat64.
0000000000430074: warning: Unable to resolve imported reference rename.
0000000000430054: warning: Unable to resolve imported reference chdir.
000000000042FF78: warning: Unable to resolve imported reference system.
000000000042FC82: warning: Unable to resolve imported reference __xstat64.
000000000042FBFC: warning: Unable to resolve imported reference getrusage.
000000000042FBC1: warning: Unable to resolve imported reference getppid.
000000000042CDB0: warning: Unable to resolve imported reference lseek64.
000000000042CC30: warning: Unable to resolve imported reference lseek64.
000000000042BDBA: warning: Unable to resolve imported reference lseek64.
000000000042BDD0: warning: Unable to resolve imported reference lseek64.
000000000042BC2D: warning: Unable to resolve imported reference lseek64.
000000000042AD16: warning: Unable to resolve imported reference strtod.
000000000042ABFD: warning: Unable to resolve imported reference strtod.
000000000042AAE8: warning: Unable to resolve imported reference exp.
000000000042AAC8: warning: Unable to resolve imported reference floor.
000000000042AA63: warning: Unexpected 4 fstsw mask for jnz mnemonic.
000000000042AAA4: warning: Unable to resolve imported reference fmod.
000000000042A9EE: warning: Unable to resolve imported reference frexp.
000000000042A940: warning: Unable to resolve imported reference ldexp.
000000000042A918: warning: Unable to resolve imported reference log.
000000000042A8F8: warning: Unable to resolve imported reference log10.
000000000042A877: warning: Unable to resolve imported reference modf.
000000000042A77C: warning: Unable to resolve imported reference pow.
000000000042A758: warning: Unable to resolve imported reference sin.
000000000042A738: warning: Unable to resolve imported reference sinh.
000000000042A718: warning: Unable to resolve imported reference cos.
000000000042A6F8: warning: Unable to resolve imported reference cosh.
000000000042A6D8: warning: Unable to resolve imported reference tan.
000000000042A6B8: warning: Unable to resolve imported reference tanh.
000000000042A698: warning: Unable to resolve imported reference asin.
000000000042A678: warning: Unable to resolve imported reference acos.
000000000042A658: warning: Unable to resolve imported reference atan.
000000000042A63C: warning: Unable to resolve imported reference atan2.
000000000042A618: warning: Unable to resolve imported reference ceil.
000000000042A418: warning: Unable to resolve imported reference __fpclassify.
00000000004254F5: warning: Unable to resolve imported reference getrlimit64.
0000000000423840: warning: Unable to resolve imported reference caml_local_roots.
0000000000423923: warning: Unable to resolve imported reference caml_local_roots.
00000000004238C1: warning: Unable to resolve imported reference __memmove_chk.
00000000004233D4: warning: Unable to resolve imported reference caml_local_roots.
000000000042337D: warning: Unable to resolve imported reference error_table.
00000000004234B0: warning: Unable to resolve imported reference caml_local_roots.
0000000000423736: warning: Unable to resolve imported reference caml_local_roots.
00000000004237E1: warning: Unable to resolve imported reference caml_local_roots.
000000000042379F: warning: Unable to resolve imported reference __memmove_chk.
00000000004235FC: warning: Unable to resolve imported reference caml_local_roots.
00000000004235FC: warning: Unable to resolve imported reference caml_local_roots.
00000000004235FC: warning: Unable to resolve imported reference caml_local_roots.
000000000042368F: warning: Unable to resolve imported reference waitpid.
000000000042335F: warning: Unable to resolve imported reference umask.
0000000000423337: warning: Unable to resolve imported reference truncate64.
0000000000423310: warning: Unable to resolve imported reference truncate64.
000000000042326F: warning: Unable to resolve imported reference getrusage.
