Using options:
08049F14: warning: Unable to resolve imported reference !__gmon_start__.
0804A940: error: The method or operation is not implemented.
0806835A: warning: Unable to determine format string for call to 'fprintf'.
08049E04: warning: Unable to resolve imported reference !sigemptyset.
0804A664: warning: Unable to resolve imported reference !sigaddset.
0804A5D4: warning: Unable to resolve imported reference !sigprocmask.
0804A5D4: warning: Unable to resolve imported reference !sigprocmask.
0804A444: warning: Unable to resolve imported reference !sigdelset.
0804A5D4: warning: Unable to resolve imported reference !sigprocmask.
08049F54: warning: Unable to resolve imported reference !__xstat64.
0804A494: warning: Unable to resolve imported reference !dlopen.
0804A044: warning: Unable to resolve imported reference !dlclose.
0804A214: warning: Unable to resolve imported reference !dlsym.
0804A634: warning: Unable to resolve imported reference !dlerror.
0804A264: warning: Unable to resolve imported reference !opendir.
0804A354: warning: Unable to resolve imported reference !readdir64.
0804A514: warning: Unable to resolve imported reference !closedir.
0804A674: warning: Unable to resolve imported reference !readlink.
08049F54: warning: Unable to resolve imported reference !__xstat64.
08049F54: warning: Unable to resolve imported reference !__xstat64.
0804A054: warning: Unable to resolve imported reference !rename.
0804A4B4: warning: Unable to resolve imported reference !chdir.
0804A6D4: warning: Unable to resolve imported reference !getcwd.
08049FE4: warning: Unable to resolve imported reference !system.
08049F54: warning: Unable to resolve imported reference !__xstat64.
0804A154: warning: Unable to resolve imported reference !getrusage.
0804A164: warning: Unable to resolve imported reference !gettimeofday.
0804A414: warning: Unable to resolve imported reference !getppid.
08049E64: warning: Unable to resolve imported reference !getpid.
08076F0C: warning: The call or jump table has invalid addresses; stopping.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A424: warning: Unable to resolve imported reference !setlocale.
0804A2D4: warning: Unable to resolve imported reference !__ctype_b_loc.
08049F94: warning: Unable to resolve imported reference !strtod.
08049F94: warning: Unable to resolve imported reference !strtod.
0804A144: warning: Unable to resolve imported reference !exp.
0804A0D4: warning: Unable to resolve imported reference !floor.
08049DE4: warning: Unable to resolve imported reference !fmod.
0804A554: warning: Unable to resolve imported reference !frexp.
08049DC4: warning: Unable to resolve imported reference !ldexp.
0804A6E4: warning: Unable to resolve imported reference !log.
0804A594: warning: Unable to resolve imported reference !log10.
0804A0E4: warning: Unable to resolve imported reference !modf.
0804A254: warning: Unable to resolve imported reference !sqrt.
0804A024: warning: Unable to resolve imported reference !pow.
0804A7F4: warning: Unable to resolve imported reference !sin.
08049F34: warning: Unable to resolve imported reference !sinh.
0804A3C4: warning: Unable to resolve imported reference !cos.
0804A7D4: warning: Unable to resolve imported reference !cosh.
0804A7A4: warning: Unable to resolve imported reference !tan.
0804A314: warning: Unable to resolve imported reference !tanh.
08049ED4: warning: Unable to resolve imported reference !asin.
0804A364: warning: Unable to resolve imported reference !acos.
0804A1D4: warning: Unable to resolve imported reference !atan.
0804A604: warning: Unable to resolve imported reference !atan2.
0804A8E4: warning: Unable to resolve imported reference !ceil.
0804A174: warning: Unable to resolve imported reference !expm1.
08049EB4: warning: Unable to resolve imported reference !log1p.
0804A1E4: warning: Unable to resolve imported reference !__fpclassify.
080682F8: warning: Unable to determine format string for call to 'fprintf'.
080682B0: warning: Unable to determine format string for call to 'fprintf'.
080682CB: warning: Unable to determine format string for call to 'fprintf'.
0804A754: warning: Unable to resolve imported reference !getrlimit64.
08049E04: warning: Unable to resolve imported reference !sigemptyset.
0804A234: warning: Unable to resolve imported reference !sigaction.
08049E04: warning: Unable to resolve imported reference !sigemptyset.
0804A234: warning: Unable to resolve imported reference !sigaction.
08049E04: warning: Unable to resolve imported reference !sigemptyset.
0804A134: warning: Unable to resolve imported reference !sigaltstack.
0804A234: warning: Unable to resolve imported reference !sigaction.
0804A874: warning: Unable to resolve imported reference !__sigsetjmp.
08049F44: warning: Unable to resolve imported reference !__isoc99_sscanf.
08049F44: warning: Unable to resolve imported reference !__isoc99_sscanf.
0804A0C4: warning: Unable to resolve imported reference !wait.
0804A434: warning: Unable to resolve imported reference !waitpid.
0804A304: warning: Unable to resolve imported reference !umask.
0804A224: warning: Unable to resolve imported reference !truncate64.
0804A224: warning: Unable to resolve imported reference !truncate64.
0804A154: warning: Unable to resolve imported reference !getrusage.
0804A154: warning: Unable to resolve imported reference !getrusage.
0804A0F4: warning: Unable to resolve imported reference !tcgetattr.
0804A694: warning: Unable to resolve imported reference !cfgetospeed.
08049F74: warning: Unable to resolve imported reference !cfgetispeed.
0804A0F4: warning: Unable to resolve imported reference !tcgetattr.
0804A384: warning: Unable to resolve imported reference !cfsetospeed.
0804A8A4: warning: Unable to resolve imported reference !cfsetispeed.
0804A814: warning: Unable to resolve imported reference !tcsendbreak.
0804A124: warning: Unable to resolve imported reference !tcdrain.
0804A294: warning: Unable to resolve imported reference !tcflush.
08049E34: warning: Unable to resolve imported reference !tcflow.
0804A2A4: warning: Unable to resolve imported reference !symlink.
08049E14: warning: Unable to resolve imported reference !inet_ntop.
08049E14: warning: Unable to resolve imported reference !inet_ntop.
08049F54: warning: Unable to resolve imported reference !__xstat64.
0804A1C4: warning: Unable to resolve imported reference !__lxstat64.
0804A714: warning: Unable to resolve imported reference !__fxstat64.
08049F54: warning: Unable to resolve imported reference !__xstat64.
0804A1C4: warning: Unable to resolve imported reference !__lxstat64.
0804A714: warning: Unable to resolve imported reference !__fxstat64.
0804A7B4: warning: Unable to resolve imported reference !getsockopt.
0804A724: warning: Unable to resolve imported reference !setsockopt.
08049FA4: warning: Unable to resolve imported reference !socketpair.
0804A654: warning: Unable to resolve imported reference !sleep.
08049E04: warning: Unable to resolve imported reference !sigemptyset.
0804A664: warning: Unable to resolve imported reference !sigaddset.
0804A5D4: warning: Unable to resolve imported reference !sigprocmask.
08049F04: warning: Unable to resolve imported reference !sigismember.
0804A4F4: warning: Unable to resolve imported reference !sigpending.
0804A8C4: warning: Unable to resolve imported reference !sigsuspend.
08049EE4: warning: Unable to resolve imported reference !shutdown.
0804A324: warning: Unable to resolve imported reference !setuid.
0804A094: warning: Unable to resolve imported reference !setsid.
08049E54: warning: Unable to resolve imported reference !setgroups.
0804A7C4: warning: Unable to resolve imported reference !setgid.
08049FB4: warning: Unable to resolve imported reference !recv.
0804A824: warning: Unable to resolve imported reference !recvfrom.
0804A6C4: warning: Unable to resolve imported reference !send.
0804A014: warning: Unable to resolve imported reference !sendto.
0804A504: warning: Unable to resolve imported reference !select.
0804A624: warning: Unable to resolve imported reference !rmdir.
0804A544: warning: Unable to resolve imported reference !rewinddir.
0804A054: warning: Unable to resolve imported reference !rename.
0804A674: warning: Unable to resolve imported reference !readlink.
0804A354: warning: Unable to resolve imported reference !readdir64.
0804A4E4: warning: Unable to resolve imported reference !putenv.
0804A794: warning: Unable to resolve imported reference !pipe.
0804A264: warning: Unable to resolve imported reference !opendir.
0804A404: warning: Unable to resolve imported reference !nice.
0804A4A4: warning: Unable to resolve imported reference !mkfifo.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A844: warning: Unable to resolve imported reference !lseek64.
0804A034: warning: Unable to resolve imported reference !listen.
0804A784: warning: Unable to resolve imported reference !link.
0804A7E4: warning: Unable to resolve imported reference !kill.
0804A0E4: warning: Unable to resolve imported reference !modf.
0804A8E4: warning: Unable to resolve imported reference !ceil.
0804A084: warning: Unable to resolve imported reference !setitimer.
0804A854: warning: Unable to resolve imported reference !getitimer.
0804A2E4: warning: Unable to resolve imported reference !isatty.
0804A564: warning: Unable to resolve imported reference !initgroups.
0804A764: warning: Unable to resolve imported reference !gmtime.
0804A344: warning: Unable to resolve imported reference !mktime.
08049E94: warning: Unable to resolve imported reference !getsockname.
0804A884: warning: Unable to resolve imported reference !getservbyname.
0804A194: warning: Unable to resolve imported reference !getservbyport.
0804A164: warning: Unable to resolve imported reference !gettimeofday.
0804A834: warning: Unable to resolve imported reference !getpwnam.
0804A0A4: warning: Unable to resolve imported reference !getprotobyname.
0804A1F4: warning: Unable to resolve imported reference !getprotobynumber.
0804A414: warning: Unable to resolve imported reference !getppid.
08049E64: warning: Unable to resolve imported reference !getpid.
0804A804: warning: Unable to resolve imported reference !getpeername.
0804A6A4: warning: Unable to resolve imported reference !getnameinfo.
0804A064: warning: Unable to resolve imported reference !getlogin.
0804A5F4: warning: Unable to resolve imported reference !gethostname.
0804A274: warning: Unable to resolve imported reference !gethostbyaddr_r.
0804A454: warning: Unable to resolve imported reference !__h_errno_location.
0804A6F4: warning: Unable to resolve imported reference !gethostbyname_r.
0804A774: warning: Unable to resolve imported reference !getgroups.
08049F84: warning: Unable to resolve imported reference !getgrnam.
0804A644: warning: Unable to resolve imported reference !getgrgid.
0804A8D4: warning: Unable to resolve imported reference !getgid.
0804A484: warning: Unable to resolve imported reference !getegid.
0804A6D4: warning: Unable to resolve imported reference !getcwd.
0804A2F4: warning: Unable to resolve imported reference !getaddrinfo.
08049EC4: warning: Unable to resolve imported reference !freeaddrinfo.
0804A5B4: warning: Unable to resolve imported reference !ftruncate64.
0804A5B4: warning: Unable to resolve imported reference !ftruncate64.
0804A704: warning: Unable to resolve imported reference !fork.
08049FF4: warning: Unable to resolve imported reference !fchown.
